UserId,ItemId
77,1508 2119 192 2031 1938 2075 1868 1681 2862 2537 1200 127 3142 1575 2380 1268 1861 2734 1041 1440 2054 496 1770 719 2312 1082 2786 3106 2173 2810 590 2020 2809 2869 2565 2780 2182 1941 2217 1213 1976 776 582 2417 876 2072 2225 2499 759 598 64 1162 1701 2931 544 1912 651 1055 829 1025 1387 2368 706 505 1325 231 1871 2455 471 2115 756 1902 465 1386 515 147 2555 1013 1455 741 2299 2855 1784 697 2706 1020 277 2661 46 2086 1722 1857 700 1430 938 976
78,868 1386 465 702 2885 1048 2809 1806 1127 2022 2464 1193 2441 770 1200 3209 2750 2726 2541 3229 1770 2855 2006 2470 380 2398 48 1060 814 1290 3059 3130 2350 2044 346 803 3052 1498 2198 1147 964 2652 2790 1714 2986 2934 2384 1990 2964 2937 292 1695 2338 3014 398 1643 3072 1879 2935 2080 3104 245 2111 1026 1490 43 366 865
79,3162 2917 389 2885 35 1337 1563 1048 815 2095 2022 465 1386 1443 2359 2320 1102 3073 2541 517 2726 783 380 3049 3236 1956 2006 100 644 346 957 2470 2654 2035 2350 796 2182 2616 1498 1290 454 1818 532 1941 2976 1213 2551 448 2163 2819 2861 91 3064 470 1178 3072 1254 2652 3059 3052 1797 2986 1879 2937 1643 186 964 2933 1973 1714 803 2176 2964 423 868 398 2919 1423 12 2157 43 488 3132 2545 2825 2914 140 1088 523 1129 674 1277 765 2670 2701
80,3241 1197 3237 2024 454 2239 2322 1265 517 2940 91 1507 1861 2182 2651 1268 1152 2809 98 1852 1309 125 876 2385 444 1213 1137 2869 1085 1941 3134 987 1458 1575 1909 954 3201 231 2392 2977 1480 1804 1984 2164 2413 537 2959 1325 1206 676 2474 2306 243 1269 1005 2193 335 1797 1895 2957 1203 1755 751 714 1054 394 2113 655 505 886 1088 1006 358 1769 1873 888 2841 1949 2946 2351 845 1756 1196 1102 176 363 3073 1150 2619 2133 33 792 3129 497 1619 2986 2065 272 1121 2138 1793 3248 3078 1465 2547 2814 1348 2144 1677 2772 2827 1459 1336 639 600 2190 1417 2823 2091
81,2940 169 2350 259 1226 1023 1922 1941 2470 2651 1137 2810 1531 1034 1475 1268 748 964 1377 545 2958 2724 685 2111 1770 1200 2726 1784 2006 1567 2320 2875 3049 100 2932 2551 2055 1129 2398 115 3059 803 3257 1797 1939 346 2976 1239 48 868 2883 2986 2147 775 783 2704 288 2044 2399 2937 2696 2649 2874 2933 1714 2585 3064 1748 1040 1289 603 1973 186 532 91 765 1398 535 2308 12 2387 3014 2325 1967 2825 448 1026 1432 2428 1864 1446 2080 1706 1975 720 1651 2718 2211 1238 2713 738 2802 1504
82,2464 2312 2888 1832 1415 2944 92 856 954 1129 2977 2431 1896 2406 2413 2115 2959 2887 3241 155 2474 1154 1317 1240 1895 2129 751 394 2841 1117 1575 2196 1969 1087 990 231 1686 876 2362 2631 1821
83,2470 1182 1045 2855 780 642 815 2022 2464 1386 1193 2710 2726 1956 3209 2359 1200 770 1579 2541 1755 1102 2750 2320 491 1268 609 2012 1357 2885 3049 1065 1800 521 796 280 987 1784 296 2171 3073 2182 2398 385 288 2133 31 824 1818 783 1245 2976 2616 2472 957
84,1156 333 1846 1200 589 975 505 84 2149 3193 2174 290 3176 639 749 939 1456 2031 2845 3229 1466 167 2645 741 2206 486 2685 1987 1430 2757 2508 415 1605 1218 1756 331 821 471 2885 1012 1260 1715
85,1375 3037 3190 490 1796 2623 2221 2727 3178 2464 1465 1185 275 412 2108 2024 702 2940 2222 2831 1474 3215 1949 1868 697 333 3078 1194 84 230 1637 1469 1786 662 1198 968 1336 1455 1693 85 2013 505 865 3193 3127 976 1023 1397 2312 695 77 705 756 273 1348 1386 3086 2112 3181 579 2392 3229 2125 3236 2818 3123 2536 485 2031 1255 2639 465 594 1352 587 573 3248 216 1429 1677 749 2602 2463 2617 999 1800 2783 1102 1060 3231 1351 1749 1222 2203 2549 637 2435 1247 586 3015 3158 1793 2206 340 3175 773 1756 365 1899
86,2976 1197 865 720 2475 655 3118 1575 0 1034 259 1023 545 1213 3236 1268 282 2470 760 748 475 964 2473 1941 1922 525 958 2111 577 2955 712 3235 1048
87,1197 1386 1143 2312 2885 2651 1736 3241 545 684 1020 580 1379 1920 2977 948 2190 1756 333 3071 3202 958 1034 1829 1818 470 2964 1643 1879 1923 1505 1290 2933 697 13 398 2350 259 2126 1573 1498 465 1465 968 2022 706 2750 176 770 2514 910 2940 3159 663 2222 167 2265 3041 170 2487 2066 2127 248 2470 2198 2807 272 2690 2937 2351 1332 1417 3032
88,1195 1421 734 2470 2652 2020 1048 2836 2380 1681 275 1755 1185 719 698 1455 2710 3237 3035 147 1125 491 2232 2553 243 835 2862 1837 234 1737 2087 588 814 2081 151 1533 1423 2395 319 2401 1292 1446 2499 240 598 1840 2958 1651 1180 1864 2235 1076 1706 1936 43 1718 1855 2877 3118 1575 2805 2182 1268 1377 1213 1941 475 964 1475 958 3089 1055
89,1200 2997 1685 2460 1195 1648 1868 719 865 2339 1681 1185 1474 2283 1030 1106 1755 630 443 2862 3031 3023 2174 939 471 752 1150 3186 2821 370 231 1722 1020 1353 3049 1056 869 456 2470 988 2845 334 676 1412 1203 2555 437 2538 2521 1130 2986 454 475 100 1556 1243 1761 2006 1444 892 1871 2291 1119 895 847 741 2795 2472 3079 486 397 1115 1896 2883 104 2976 1226 2313 1521 585 2176 170 1635
90,1336 2630 2460 1352 2445 512 1269 830 3242 396 706 2339 1189 1517 3142 122 259 1220 1194 2908 1063 845 1339 1159 128 1281 1430 422 2977 1531 2841 284 655 2677 1020 2088 2173 2411 863 1198 3178 2549 1889 2144 750 2554 1586 1662 702 273 2047 1053 2190 1185
91,3162 3083 2855 2537 1200 2756 2365 2384 2470 1575 1268 553 1152 1475 2805 3189 2810 2182 1941 3089 1137 964 1213 1922 163 2958 2111 2385 1055 271 577 2955 566 2800 2726 2320 2688 2350 2875 1722 868 1239 2937 91 2649 921 532 720 2311 2216 2666 2963 2774 405 1549 2809 2576 1861 590 2368 2217
92,317 1303 1054 333 1225 1575 231 2651 1596 2959 1405 1224 239 2193 25 1203 1430 697 259 2107 1020 745 3158 2351 706 1063 2086 1269 1972 845 2411 331 2444 2088 1927 2455 2173 2743 794 611 1281 422 863 1529 682 1723 1462 253 3090 396 2677 1517 2127 2881 2187 2702 2538 2977 1340 468 3003 2071 45 1165 214 1563 2236 805 1846 1920 425 1762 2213 2972 287 2011 3084 2309 2462 1831 2522 1212 1094 199 1145 1386 945 2179
93,479 234 1200 362 2460 2713 1804 1137 405 1475 2182 1549 1048 2056 1268 1034 1575 1531 2651 2470 553 2805 1941 748 1213 3089 964 1922 958 2958 677 2111 1999 2955
94,922 561 1031 1200 2464 2396 1419 954 2316 856 1129 91 1686 2431 2406 119 337 1975 319 1327 1518 1317 1855 2930 458 1895 1470 3194 1203 1383 714 2594 1088 2841 1117 2446 1495 2351 1942 924 1386 3090 2258 2127 14 45 596 214 1371 2757 1533 910 1071 1602 3106 1241 2182 1268 2072 1213 2417 2499 776 1164 2368 2836 712 3181 2602 3250 1348 609 2862 1443 2921 2616 2883
95,1767 2632 2264 356 3179 651 1048 2437 2811 2865 2182 1614 1165 2533 2594 2869 2763 2879 3223 714 2134 3189 2089 905 91 539 954 1896 2977 2651 2225 2887 215 3241 938 710 1269 836 1797 1054 2113 2546 1474 1006 358 3 3142 1117 2841 82 3145 1280 2025 745 706 2351 2088 1020 2127 2538 2455 259 2096 1462 1882 464 1158 1281 1517 128 1194 1168 1063 422 2173 682 845 1339 2571 575 1902 2881 1700 2411 3023 1723 1846 2002 2960 1920 2369 2522 169 1332 1379
96,1386 2312 981 1465 741 2464 1575 1034 259 2724 2810 2470 1268 1213 958 566 1055 2022 275 865 384 2537 1455 1693 3248 2024 1497 1059 3127 1681 1193 663 719 18 2760 385 3035 2013 1307 756 496 1949 465 3032 457 1868 3078 968 770 2039 2547 3215 1956 1673 678 609 1200
97,465 2101 140 987 1979 214 1193 2652 1386 471 2977 1195 842 1991 2878 2799 1572 2591 2838 3051 2967 1299 392 1922 566 702 945 255 2022 1956 2726 1348 3148 1197 1060 2351 1741 521 100 2885 2616 1737 1818 3241 470 761 2350 266 1560 2770 3087 1106 645 641 3130 803 942 1045 168 2964 1498 1736 1371 868 1122
98,1200 465 2115 868 1386 2022 1193 255 2464 521 2541 1784 1755 2750 2885 380 296 814 2055 2470 1520 115 2616 2986 2384 1088 2652 1547 2176 2325 2825 1292 2944 3052 2227 1612 2080 1706 1515 2428 1023 1575 2488 1268 2401 2726 2111 2350 3209 532 3072
99,1218 869 2111 2460 1130 2044 2156 2537 1575 2117 783 1784 188 1585 2382 2107 2710 1455 2845 1196 2455
100,2895 2558 1072 2885 1852 1068 3118 2810 3236 1034 3189 525 1023 1198 2402 1475 1268 2805 748 1575 2470 1213 1377 2070 964 958 405 1443 1784 3237 3022 517 3209 609 770 2639 1800 1567 2750 255 18 100 491 1065 2726 1102 2359 1579 1755 957 2616 987 1939 1818 2398 2012 2472 3073 385 1245 2710 3049 1357 644
101,1218 1196 2885 1573 2464 1268 964 2732 1264 2845 2780 907 653 1619 2170 3199 1985 1834 3255 1039 1574 617 1193 1386 1755 1443 1102 1983 2667 783 2320 296 2119 2959 2514 1925 294 2747 2206 2174 2190 2149 167 2997 1724 1012
102,1635 1197 2470 1597 1386 2805 1268 2651 2810 2182 677 2437 1213 897 405 2845 1770 1200 437 1195 2966 2537 2398 2441 2678 1715 2937 1217 1289 292 525 2320 1185 2726 830 865 1474 275 639 1784 1125 2117 3220 1211 2217 3189 2934 115 988 2652 725 2147 3241 803 2163 2350 346 229 2976 2908 3059 1714 964 1973 2369 1920 186 199 2080 2428 2111 1797 517 2541 2022 2885 945 1106 2351 1818 2179 1722 470 1348 2875 241 2770 2878 1141 2833 1575 2724 1152 2375 553 2734 1241 3106 1941 163 1309 1475 1804 2931 2425 1984 1558 2380 2128 1048 2421 1162 1909 36 598 731 1604 719 2366 1108 3124 1681 454 489 147 2688 869 2382 1001 2466 2785 2553 1977 1987 1593 1147 288 1939 2152 1945 1837 100 139 2523 552 1799 1868 712 2296 3107 2464 1193 770 380 2359 3209 465
103,1156 956 1708 2885 1556 1851 3247 2722 1023 3236 958 2724 1575 1034 259 3118 2651 1531 2844
104,561 490 24 2460 1597 465 2464 2022 1193 1956 1200 517 2726 1268 2541 1443 609 1357 3209 2855 255 18 491 296 2932 102 2885 385 987 380 100 3049 1060 644 2350 2472 2133 2888 2006 1964 783 2883 2055 1147 1088 2875 3257 346 2198 1133 2384 2874 1239 899 1289 115 2126 1121 2944 1757 1591 2585 1398 3064 964 2696 514 1973 907 471 2007 1575 1598 402 1365 486 1325 350 655 1565 3156 1006 698 1185 719 1455 1681 275 1196 2232 147 2553 2466 280 1259 2862 2070 1125 234 513 501 1544 2087 151 3082 1685 1837 588 2958 2103 1840 2395 1446 1632 319 2676 2272 1076 240 1651 1872 1864 2250 2235 1180 1945 2877 2590 696 3178 702 412 273 2841 1386 1875 1204 2299 607 1818 2127 2361
105,719 817 1551 1185 2828 2980 2470 3118 2805 1023 2182 3236 1268 259 1034 760 1941 2810 1377 1137 748 2473 3089 964 2958 525 405 2746 2318 3001 302 1697 2167 2361 1386 1193 2463 767 2464 2022 3209 2726 517 2359 465 1200 1443 2320 1770 1811 1956 1784 609 18 255 2541 1800 1567 2750 1818 1102 1579 1357 491 2885 1404 1991 957 296 3073 2035 2006 2012 3049 521 2616 1128 454 644 870 2883 3189 949 2650 2472 2398 814 1160 1245 1060 2055 100 2888 380 338 803 1147 2350 3129 280 48 2133 2198 1290 2151 3059 991 346 2044 2875 1133 2551 1964 2874 2595 2986 1737 3052 2693 470 1498
106,1644 3070 893 1014 2563 1158 1923 457 1307 1792 117 706 2855 3037 714 296 1573 979 1424 2066 1325 2455 471 170 505 2651 2664 1156 2997 1505 655 2503 2299 2805 1765 2115 2173 2483 3182 443 2127 545 2706 3068 949 1857 1006 217 644 2879 385 3186 3241 1871 3041 1184 2006 1343 72 335 1734 2700 264 486 213 1767 856 1858 1290 2757 1533 1349 1563 2876 2350 2921 441 3087 2307 622
107,1575 1197 1421 1185 905 2470 1613 2111 525 3180 1868 1681 364 2537 2392 3031 231 1474 2117 1325 719 2971 3144 898 1307 515 2206 1443 1156 1295 2645 2351 3206 814 938 644 920 214 1858 2840 2942 2574 266 2384 1423 2757 1046 1324 1305 2185 1817 361 1184 3205 1422 28 1656 699 2065 1200 865 2474 147 2320 3137 1784 1722 2661 2862 1958 3092 2193 1057 1293 505 2629 1567 869 1195 426 1444 490 2737 783 1938 1576 2087 2152 1056 1132 2466 2845 1226 1617 1353 1001 2696 1435 1853 1871 1020 820 1418 2055 2521 3187 2552 228 157 1977 362 2551 486 1684 3018 1680 2529 1861 1383 2809 98 1008 1213 2385 1029 1951 2352 1055 1715 1928 3088 1450 2196 990 692 2431 2811 1686 2631 2164 2779 3210 1975 1154 1355 836 25 2648 2546 358 394 1088 571
108,1977 2652 628 1879 1386 2057 740 423 590 2934 2182 1087 2810 2651 1268 1941 2805 964 1213 3189 126 1575 259 2470 545 1034 1377 2809 706 3142 231 1365 471 443 170 458 1119 1195 2115 2902 2006 2173 2795 335 1533 1130 3052 100 2320 1106 2726 1722 1990 2688 501 3059 803 3241 2875 3145 2350 868 1714 1239 2957 2937 1602 192 603 2933 2111 2428 2248 121 2802 720 1306 2963 523 2311 2666 381 1315 1370 1280 1117 2211 354 2302 650 2670 738 1157 1770 1784 3049 454 2055 115 1404 280 2696 2472 2585 2976 2986 2883 346 497 2551 1591 3014 1088 2147 2874 2944 2398 1147 1254 3064 229 2595 2044 1797 1964 186 2308 1289 2774 1402 2163 292 1292 1026 2876 973 1864 1398 3175 2401 2080 765 1446 2819 2545 514 2325 1706 1 2705 448 2423 2488 2227 3132 831 12 713 3213 2251 2713 40 1490 2548 595
109,2885 2734 351 633 840 905 1575 856 987 954 2196 3221 829 2811 2431 876 2977 2392 2362 1896 2115 2651 2164 2413 1975 676 2474 1531 243 1154 938 3241 2305 1598 3243 1317 458 2193 1797 1094 2217 335 2262 2957 825 1203 1054 1755 2546 751 714 505 1474 3150 2129 2970 2594 3 655 358 1088 2216 3142
110,937 561 2885 1102 2160 1046 2022 924 1475 1268 2651 2810 2182 2805 1213 964 1293 1954 2077 2339 2568 1681 522 802 92 1185 290 1575 865 1127 1868 1799 1232 1193 1586 2144 2464 1125 1198 275 656 719 1455 1662 698 663 1755 166 1506 3237 1497 491 1196 644 2232 150 501 1079 147
111,1812 2818 1241 3199 1156 1152 1213 3189 964 2380 2772 1677 2940 3193 999 1949 639 2823 3026 1662 1417 329 1667 2805 2651 2809 2182 2144 1778 898 427 1247 2403 1104 2190 750 1336 2018 65 2269 2241 586 433 134 1459 259 608 98 1193
112,2754 2527 1737 2899 490 1023 1575 525 1268 1034 2651 2470 2402 964 1662 77 1336 2039 2497 1314 2403
113,2351 2757 1975 3040 2788 2182 1152 1268 1681 719 1185 1575 1868 1474 2320 1200 698 231 2283 3186 471 2726 2966 3156 1696 3103 2115 545 1752 706 1529 842 845 691 2661 443 1020 1386 2024 865 2022 697
114,2855 938 1031 1575 856 954 2164 1015 1975 1861 1325 2474 1268 1154 1005 2217 2810 1964 25 335 1203 1474 751 505 2113 655 1088 1200 2726 2398 1770 1567 115 1520 1128 2976 100 2696 2986 48 497 2441 2472 2044 346 964 2350 471 2661 1765 454 1795 300 847 231 3142 384 443 960 1115 372
115,471 1812 1195 2499 2114 2537 865 2173 1575 1002 2959 1861 319 1268 1317 2217 2810 1203 1383 1088 2862 2087 501 2726 2937 532 192 650 356
116,3210 199 1664 1641 1156 1812 3091 1292 987 1575 856 905 91 2196 954 231 2431 1821 2392 2164 2115 1325 1861 2474 155 998 2306 1268 938 243 1598 1755 1203 505 714
117,1770 2002 488 765 209 1268 3142 706 1034 167 1575 1295 1197 2865 3237 1784 1200 2726 2320 2463 1567 454 783 115 2470 2551 2883 2875 2472 2055 2133 2044 2350 1239 2986 497 2932 48 2710 2914 2652 280 2696 2006 3064 2338 1088 97 2441 62 1864 229 3052 868 2176 1446 2585 1010 964 423 2163 2428 1973 937 2308 2937 1292 1238 2790 1591 1967 1040 2325 2626 1398 2387 1289 1076 2051 2819 448 140 2507 2544 1306 2705 738 12 366 956 1117 610 2302 650 2586 2537 2022 719 2474 637 3092 741 2404 3181 1800 976 609 417 1868 1474 2971 1185 1648 505 2977 2193 1755 1722 1106 2885 2295 2966 1195 2810 1031 525 985 2725 3104 384 1386 2117 1307 1443 465 2855 2750 468 814 346 2736 988 2807 1836 2127 2198 800 1494 2649 232 471 3040 2661 1942 1857 1533 214 1920 272 2962 2888 2070 501 2087 1837 3044 2103 1012
118,1935 2794 497 490 1156 1750 1828 1307 3142 2521 938 505 457 3088 706 2115 1693 2855 2299 1325 1034 1923
119,2962 1362 826 842 2353 2950 1575 905 1055 856 776 275 2056 2638 971 2474 2811 2368 75 655 1474 2594 1019
120,3237 3183 2022 2464 1591 1129 1575 987 1909 954 2196 231 829 876 2431 2977 2362 1896 2651 119 1002 1405 1015 2959 3210 676 1325 2474 1224 1531 2866 243 938 1154 3241 1268 2306 1198 1677 1034
121,319 2464 294 2973 2312 2022 871 918 2222 486 505 842 471 2006 384 443 1573 1115 672 2350 3241 2807 444 2879 1006 1242 162 1603 1533 1046 2865 703 1680 186 919 2979 1001 239 2812 2913 2638 2952 1272 954 984 1846 1478 272 283 1249 1781 631 248 808 2498 1452 2557 3083 1901 242 2286 1620 2923 1415 327 2931 3132 2242 782 2834 2739 1663 1702 536 1746 1433 2561 316 1082 901 2873 865 1193 3146 1200 1079
122,2460 2537 2789 2514 1846 3021 751 1435 1023 1575 2805 1677 1034 2070 475 964 2402 1377 760 2958 163 2741 685 706 505 231 471 3079 2173 1365 585 486 2006 2659 2902 1871 2795 2521 3241 334 2291 1130 2075 1264 3184 1917 1195 3237 2661 454 437 294 3040 1987 847 571 1521 1321 1298 1969 2531 2178 415 490 397 1720 1795 13 35 2976 1802 919 2685 2494 1182 525 3204 1494 346 423 2000 3105 2259 1715 2665 376 418 1346 2338 2627 766 1988 822 2082 2376 1856 984 539 1002 1975 1861 1325 319 1154 938 2297 1964 2810 1895 25 3194 825 602 1383 358 2970 1088 1873 3142 2736 1185 1429 240 2555 3187 3008 2529 2152 2767 2773 2271 1022 2832
123,2940 293 600 1010 3083 763 2144 906 621 767 750 1889 1949 2611 1013 1511 2024 2464 2108 3013
124,1200 2521 2885 465 663 905 954 856 2431 2977 337 1405 1325 2089 1154 2297 836 1054 751 2113 505 1088 2841 1575 2651 1015 2225 1975 1861 938 1268 2810
125,2351 2885 1386 3209 501 259 1575 2182 1034 2724 2470 964 2473 2111 1861 553 590 1659
126,490 2855 465 1088 2730 1339 845 1020 122 2173 2309 197 2178 1770 2862 1784 1200 1755 2006 454 2055 2320 2350 100 280 2470 2976 1591 497 2937 2883 1973 1520 2986 803 448 2696 1239 765 2595 423 2338 1864 2232 471 1195 1614 939 1443 3064 1651 1423 644 987 856 91 2431 2811 1896 2392 2164 2474 155 1268 1299 613 2217 1387 2810 1947 2262 1474 2113 2546 2970 2129 3142 2182 2841 1873 598 1082 2786 3189 1241 964 1804 2417 1213 2809 590 1547 98 2072 2931 706
127,2351 2319 2464 2031 989 695 1195 859 1098 1684 2014 600 1657 2757 1102 1023 345 2091 84 760 2865 1605 427
128,465 695 2386 2471 2910 1434 3078 3209 2749 362 238 1241 2435 949 157 1991 1575 457 1693 231 3071 1673 117 2179 1956 1386 2022 1425 702 2541 1348 1197 1713 1741 241 517 1060 2885 2171 1681 719 275 1786 698 491 1102 609 2320 1013 607 3090 2127 991 3032 3187 1320 187 225 2347 1086 1727 1470 1122 521 2537 417 3181 2928 1034 1156 72 1573 1295 2724 15 2180 1045 1539 592 1845 3130 969 3247 526 645 306 183 2650 2084 655 3159 176 2487 633 1301 493 2383 2482
129,1585 3049 490 2251 2704 1812 2805 1861 2810 590 2651 1507 1268 876 1213 2217 1547 2417 2385 2734 2836 651 598 829 1041 595 1873 734 3009 1558 1048 667 2402 1008 2470 964 525 3116 2741 276 2111 1613 2809 1715 3028 443 1401 2862 2226 2899 808 1031
130,1643 2351 2350 1193 1174 1224 275 1325 714 1386 2022 1673 1745 938 3083 217 740 296 538 2738 706 1737 2173
131,1185 1845 1424 2031 2885 1475 1023 1575 1268 3189 3236 1922 2070 2470 2182 1213 2724 1941 964 276 677 2958 405 2111 1386 1465 512 2179 702 517 2022 2541 1722 945 2351 3148 1197 100 870 2464 1200 1193 166 465 1755 770 3209 1956 2726 1784 2710 1078 2320 609 1770 1443 32 3215 1949 1870 865 2537 384 2608 3248 496 2940 695 2946 241 738 333 3113 2937 1117 1129 856 91
132,2514 1593 1031 2537 2464 2127 2833 1034 1268 2810 276 2111 336 1648 828 1092 1051 904 1696 2114 894 840
133,2885 2179 3246 1098 2333 1812 2100 2928 1648 1092 1196 2144 329 2190 1336 750 412 1053 2549 1889 273
134,1401 2917 794 1197 3105 964 163 1268 2182 405 1941 1213 271 1770 2943 56 767 2726 1443 2464 1386 770 517 2750 2320 18 1956 491 1800 3073 987 1357 609 3236 1102 2012 2885 1784 2976 2350 3229 3022 2875 2035 949 166 1245 100 1818 296 255 454 1737 2006 3059 783 1567 62 814 497 644 2470 2810 2551 168 1286 803 2198 2055 2472 1520 1612 2585 2595 2384 868 2883 870 2994 3129 1402 2044 2616 2964 1147 748 1133
135,2841 2111 2022 232 1185 1048 1197 2855 1673 2997 1156 2208 1295 2664 167 2185 938 1986 1767 3068 644 2066 3037 296 1931 363 361 1979 1343 110 2757 1858 1290 1184 1857 3206 1046 1745 479 1305 589 1422 33 331 2483 669 1736 2994 2322 2807 1540 631 2899 628 389 124 272 2276 2959 524 398 1898 1172 3083 1044 3226 1279 1467 165 1901
136,1386 2885 2339 490 1958 2514 2022 702 945 1106 3241 1348 517 1060 2350 1318 521 14 2770 987 306 2470 828 3229 2855 2108 2841 465 2750 1818 607 1634 988 2652 2039 1825 1956 2117 1474 2726
137,2312 1850 2940 1386 1185 1563 2883 1984 2022 2575 465 1513 2328 2035 1034 2885 573 656 1560 2899 232 2066 167 2840 1352 2855 1046 2234 1942 2071 1857 2258 2841 1803 1818 110 470 2757 45 1656 2384 1159 1184 987 2768 479 1737 558 398 2964 25 2138 1501 3091 476 1371 425 1796 1367 1879 511 1901 3042 165 463 1170 847 1302 1260 697 307 84 2783 485 1194 1411 1430 745 259 3159 313 1020 173 3158 2173 284 1281 1548 1689 2979 468 1589 162 312 760 2309 2456 2002 197 1245 1357 1637 770
138,2022 3122 471 1197 1989 1046 865 2573 117 2351 2299 1307 780 2997 609 1800 2574 428 3181 1664 491 2326 1369 1343 33 2930 2583 1031 814 2840 1560 515 784 1422 82 2636 1745 2835 1388 2065 2138 517 987 255 2541 3250 1818 702 2885 266 596 14 2616 1737 2201 748 1237 479 2081 1371 852 470 2171 2906 936 1071 272 3091 1396 168 1879 511 558 1736 788 916 853 1819 1722 2320 2726 1991 2782 100 1318 2688 1106 2875 803 3059 2350 91 192 2649 1289 2311 2963 2428 1180
139,2388 2312 3203 1239 1193 1053 716 273 1615 2574 1405 862 2299 2997 920 994 1059 1664 1892 579 1607 2183 656 1456 812 146 231 275 513 1575 1325 976 1185 719 2455 865 2845 2837 2117 2380 1048 590 1861 2323 553 876 1268 2805 2651 444 403 2869 598
140,82 2651 899 2537 490 1268 1213 964 2810 1055 2700 893 2115 1197 1184 2455 644 1325 1343 2066 457 837 475 1048 1567 954 170 1958 637 1868 514 1455 1200 443 2295 1770 372 2521 1635 1106 2869 598 1688 706 1195 1614 3142 505 1365 655 471 2921 1853 2142 334 1242 1349 2350 593 1533 856 571 458 1556 2291 1119 335 2638 3063 264 1130 68 719 1681 865
141,1260 3041 1274 2726 2855 3110 1230 631 2549 1336 2144 3178 2047 1198 2190 750 702 518 1196 2841 1662 329 2413 2039 3032 1465 2030 1241 2180 2497 167 1195 1264 712 2934 1896 2124 1768 2179 1352 3199 1575 1832 1242 98 425 2411 3196 1348 2522 2767 2570 2786 2696 1192 2563 933 1956 3013 2173 1034 92 1411 2706 2906 847 2085 1314 1969 2514 277 2956 1341 2971 417 471 662 1681 2997 1134 3109 1470 1177 2337 2066 2460 965 110 1300 2937 2616
142,1170 2022 1812 2705 748 900 1193 2301 465 2537 501 1681 2066 1775 100 2460 2616 2035 812 110 2350 2810 1902 737 2776 2773 2359 2661 1949 719 496 2946 1756 2351 1196 845 1102 1133 497 3073 3129 2986 670 1121 312 2979 910 2964 2065 272 2138 3182 1530 706 697 1063 2086 2651 1430 422 1339 2455 2173 2977 1020 14 863 1194 545 396 331 122 128 1145 1281 2088
